ts,cmd_id,utterance,action,targets,params,confidence,band,reason,parse_ms,dispatched,operator_confirmed
1786314576.3190777,f35afed3,take off,TAKEOFF,,{},0.955,REFUSE,no addressee resolved - say a name or 'everyone',241.1,False,,,voice
1786314584.1191735,91f8f112,"ra, take off",TAKEOFF,Ra,{},0.938,EXECUTE,,156.5,True,,,typed
1786314595.3909295,34fa950b,"ra, land",LAND,Ra|Thoth,{},0.678,CONFIRM,low confidence - confirm parse,128.1,False,,,typed
1786314598.4740782,34fa950b,(confirmed),LAND,Ra|Thoth,{},,EXECUTE,,,True,yes,,
1786314640.6514711,9a498c12,take off,TAKEOFF,,{},0.955,REFUSE,no addressee resolved - say a name or 'everyone',215.0,False,,,voice
1786314646.0371354,eb31fbc6,Ra take off,TAKEOFF,Ra,{},0.913,EXECUTE,,205.3,True,,,voice
1786314660.4065883,78fbb911,"take off, everyone",TAKEOFF,Horus|Ra|Thoth,{},0.894,EXECUTE,,121.4,True,,,typed
1786314733.2701616,9578f561,"Horus, take off",TAKEOFF,Horus,{},0.929,EXECUTE,,733.9,True,,,typed
1786314774.213969,3c6b6e6a,turn off take off,TAKEOFF,,{},0.371,REFUSE,no addressee resolved - say a name or 'everyone',239.0,False,,,voice
1786314781.0635128,95f20ef9,Ra take off,TAKEOFF,Ra,{},0.913,EXECUTE,,243.1,True,,,voice
1786314790.057962,a6b755de,horror stick of,REFUSE,,{},0.594,REFUSE,non-command or unsafe utterance,223.1,False,,,voice
1786314797.3224487,5f25dfca,taurus take off,TAKEOFF,,{},0.911,REFUSE,no addressee resolved - say a name or 'everyone',212.8,False,,,voice
1786314816.7281122,e61831a5,"ra, takeoff",TAKEOFF,Ra,{},0.939,EXECUTE,,125.5,True,,,typed
1786314826.8699477,452d0cc3,"ra, land",LAND,Ra|Thoth,{},0.678,CONFIRM,low confidence - confirm parse,165.1,False,,,typed
1786314831.0794184,452d0cc3,(confirmed),LAND,Ra|Thoth,{},,EXECUTE,,,True,yes,,
1786314839.6532526,2a77a6d4,"horus, takeoff",TAKEOFF,Horus,{},0.942,EXECUTE,,145.5,True,,,typed
1786314847.6691554,93c52c3f,"thoth, takeoff",TAKEOFF,Thoth,{},0.876,EXECUTE,,119.6,True,,,typed
1786314862.6564233,3a0de157,"land, both",LAND,Horus|Ra|Thoth,{},0.962,EXECUTE,,128.0,True,,,typed
1786314904.8859732,ee5070a6,"horus, take off",TAKEOFF,Horus,{},0.929,EXECUTE,,149.2,True,,,typed
1786314923.8456573,00bc594f,"horus, turn ninety degrees clockwise",TURN,Horus,"{'rot': 'clockwise', 'angle': 90}",0.975,EXECUTE,,149.8,True,,,typed
1786314933.4465597,c6c9bf27,"yalla, horus",TAKEOFF,Horus,{},0.513,REFUSE,confidence too low,164.5,False,,,typed
1786314952.3457727,7bfed6f0,"hours, go up 2 cm",UP,,{'dist': 20},0.837,REFUSE,no addressee resolved - say a name or 'everyone',218.2,False,,,typed
1786315048.3712728,d1021e67,erotica,STOP,,{},0.43,REFUSE,no addressee resolved - say a name or 'everyone',230.1,False,,,voice
1786315056.080647,bddef59d,erotica,STOP,,{},0.43,REFUSE,no addressee resolved - say a name or 'everyone',205.1,False,,,voice
1786315061.7779412,6f40124e,Rod take off,TAKEOFF,,{},0.973,REFUSE,no addressee resolved - say a name or 'everyone',171.1,False,,,voice
1786315069.0781765,9e9af4b9,Rob takeoff,TAKEOFF,,{},0.938,REFUSE,no addressee resolved - say a name or 'everyone',231.5,False,,,voice
1786315076.1677978,dba08f2c,horse take off,TAKEOFF,,{},0.912,REFUSE,no addressee resolved - say a name or 'everyone',205.9,False,,,voice
1786315087.4459002,7328f0a0,toss take off,TAKEOFF,,{},0.882,REFUSE,no addressee resolved - say a name or 'everyone',200.6,False,,,voice
1786315103.1926732,6eae6315,"horus,takeoff",TAKEOFF,Horus,{},0.951,EXECUTE,,174.4,True,,,typed
1786315124.6982486,72756bb1,horus go forward 10 cm,MOVE,Horus,"{'dir': 'forward', 'dist': 20}",0.951,EXECUTE,,143.5,True,,,typed
1786315139.327754,b55a1334,horus go 1 m,MOVE,Horus,{'dist': 20},0.894,EXECUTE,,177.6,True,,,typed
1786315152.3310812,429c0d32,horus land,LAND,Horus,{},0.814,CONFIRM,low confidence - confirm parse,179.4,False,,,typed
1786315169.7896137,c69c015b,"horus, land",LAND,Horus,{},0.809,CONFIRM,low confidence - confirm parse,148.2,False,,,typed
1786315177.9241564,c69c015b,(confirmed),LAND,Horus,{},,EXECUTE,,,True,yes,,
1786315186.5116725,291b429e,yalla everyone,STOP,Horus|Ra|Thoth,{},0.603,CONFIRM,low confidence - confirm parse,248.0,False,,,voice
1786315189.1825476,291b429e,(confirmed),STOP,Horus|Ra|Thoth,{},,EXECUTE,,,True,yes,,
1786315253.0705018,fed051c6,yellow everyone,STOP,Horus|Thoth,{},0.473,REFUSE,confidence too low,235.4,False,,,voice
1786315259.9461648,7e453737,yella everyone,STOP,Horus|Ra|Thoth,{},0.425,REFUSE,confidence too low,203.8,False,,,voice
1786315266.2834377,4c248e03,Horus takeoff,TAKEOFF,Horus,{},0.874,EXECUTE,,226.3,True,,,voice
